Date,IVVB11,Date,BOVA11
10/5/2020 16:56:00,205.02,10/5/2020 16:56:00,92.64
10/6/2020 16:56:00,203.45,10/6/2020 16:56:00,92.03
10/7/2020 16:56:00,207.61,10/7/2020 16:56:00,91.95
10/8/2020 16:56:00,208,10/8/2020 16:56:00,94.27
10/9/2020 16:56:00,207.2,10/9/2020 16:56:00,93.65
10/13/2020 16:56:00,212.4,10/13/2020 16:56:00,94.8
10/14/2020 16:56:00,211.27,10/14/2020 16:56:00,95.59
10/15/2020 16:56:00,211.92,10/15/2020 16:56:00,95.34
10/16/2020 16:56:00,212.61,10/16/2020 16:56:00,94.54
10/19/2020 16:56:00,207.86,10/19/2020 16:56:00,95
10/20/2020 16:56:00,208.68,10/20/2020 16:56:00,96.67
10/21/2020 16:56:00,208.3,10/21/2020 16:56:00,96.65
10/22/2020 16:56:00,209.2,10/22/2020 16:56:00,98.06
10/23/2020 16:56:00,210.5,10/23/2020 16:56:00,97.44
10/26/2020 16:56:00,206.94,10/26/2020 16:56:00,97.23
10/27/2020 16:56:00,208.6,10/27/2020 16:56:00,95.68
10/28/2020 16:56:00,204,10/28/2020 16:56:00,91.56
10/29/2020 16:56:00,206.5,10/29/2020 16:56:00,92.8
10/30/2020 16:56:00,202.6,10/30/2020 16:56:00,90.66
11/3/2020 16:56:00,210,11/3/2020 16:56:00,92.26
11/4/2020 16:56:00,211,11/4/2020 16:56:00,94.16
11/5/2020 16:56:00,210.5,11/5/2020 16:56:00,96.95
11/6/2020 16:56:00,204.3,11/6/2020 16:56:00,97.19
11/9/2020 16:56:00,206.2,11/9/2020 16:56:00,99.5
11/10/2020 16:56:00,208.1,11/10/2020 16:56:00,101
11/11/2020 16:56:00,210,11/11/2020 16:56:00,100.89
11/12/2020 16:56:00,209.5,11/12/2020 16:56:00,98.7
11/13/2020 16:56:00,212.5,11/13/2020 16:56:00,100.83
11/16/2020 16:56:00,213.4,11/16/2020 16:56:00,102.51
11/17/2020 16:56:00,211.01,11/17/2020 16:56:00,103.1
11/18/2020 16:56:00,206.92,11/18/2020 16:56:00,101.92
11/19/2020 16:56:00,205.1,11/19/2020 16:56:00,102.73
11/20/2020 16:56:00,206.91,11/20/2020 16:56:00,102.03
11/23/2020 16:56:00,211,11/23/2020 16:56:00,103.28
11/24/2020 16:56:00,211.49,11/24/2020 16:56:00,105.72
11/25/2020 16:56:00,209,11/25/2020 16:56:00,105.83
11/26/2020 16:56:00,208.5,11/26/2020 16:56:00,106.02
11/27/2020 16:56:00,211,11/27/2020 16:56:00,106.44
11/30/2020 16:56:00,210,11/30/2020 16:56:00,105
12/1/2020 16:56:00,207,12/1/2020 16:56:00,107.05
12/2/2020 16:56:00,207.35,12/2/2020 16:56:00,107.75
12/3/2020 16:56:00,205,12/3/2020 16:56:00,108.15
12/4/2020 16:56:00,205.9,12/4/2020 16:56:00,109.43
12/7/2020 16:56:00,203.6,12/7/2020 16:56:00,109.31
12/8/2020 16:56:00,205.4,12/8/2020 16:56:00,109.44
12/9/2020 16:56:00,204.7,12/9/2020 16:56:00,108.77
12/10/2020 16:56:00,199.8,12/10/2020 16:56:00,110.7
12/11/2020 16:56:00,200.65,12/11/2020 16:56:00,110.79
12/14/2020 16:56:00,201.2,12/14/2020 16:56:00,110.2
12/15/2020 16:56:00,203.2,12/15/2020 16:56:00,111.76
12/16/2020 16:56:00,203.3,12/16/2020 16:56:00,113.35
12/17/2020 16:56:00,203,12/17/2020 16:56:00,113.99
12/18/2020 16:56:00,203.05,12/18/2020 16:56:00,113.5
12/21/2020 16:56:00,204.4,12/21/2020 16:56:00,111.43
12/22/2020 16:56:00,205.01,12/22/2020 16:56:00,112.25
12/23/2020 16:56:00,207.32,12/23/2020 16:56:00,113.14
12/28/2020 16:56:00,211.5,12/28/2020 16:56:00,114.7
12/29/2020 16:56:00,210,12/29/2020 16:56:00,114.97
12/30/2020 16:56:00,210.04,12/30/2020 16:56:00,114.65
1/4/2021 16:56:00,210.8,1/4/2021 16:56:00,114.09
1/5/2021 16:56:00,212.9,1/5/2021 16:56:00,114.69
1/6/2021 16:56:00,215.02,1/6/2021 16:56:00,115.55
1/7/2021 16:56:00,222.35,1/7/2021 16:56:00,118.37
1/8/2021 16:56:00,224,1/8/2021 16:56:00,120.4
1/11/2021 16:56:00,226.5,1/11/2021 16:56:00,118.62
1/12/2021 19:30:00,219,1/12/2021 19:30:00,119.45
1/13/2021 16:56:00,218.5,1/13/2021 16:56:00,117.36
1/14/2021 16:56:00,214.02,1/14/2021 16:56:00,118.68
1/15/2021 16:56:00,215.4,1/15/2021 16:56:00,115.78
1/18/2021 16:56:00,215.14,1/18/2021 16:56:00,116.54
1/19/2021 16:56:00,220.24,1/19/2021 16:56:00,116
1/20/2021 16:56:00,221.35,1/20/2021 16:56:00,115.24
1/21/2021 16:56:00,223.83,1/21/2021 16:56:00,113.81
1/22/2021 16:56:00,226.9,1/22/2021 16:56:00,113.18
1/26/2021 16:56:00,223.68,1/26/2021 16:56:00,112.08
1/27/2021 16:56:00,219.67,1/27/2021 16:56:00,111.53
1/28/2021 16:56:00,223.5,1/28/2021 16:56:00,114.51
1/29/2021 16:56:00,220,1/29/2021 16:56:00,110.56
2/1/2021 16:56:00,221.3,2/1/2021 16:56:00,113.06
2/2/2021 16:56:00,222.23,2/2/2021 16:56:00,113.85
2/3/2021 16:56:00,223,2/3/2021 16:56:00,115.25
2/4/2021 16:56:00,227.6,2/4/2021 16:56:00,114.62
2/5/2021 16:56:00,226.5,2/5/2021 16:56:00,115.82
2/8/2021 16:56:00,227,2/8/2021 16:56:00,115.18
2/9/2021 16:56:00,228,2/9/2021 16:56:00,114.91
2/10/2021 16:56:00,228.3,2/10/2021 16:56:00,113.92
2/11/2021 16:56:00,228.48,2/11/2021 16:56:00,114.9
2/12/2021 16:56:00,229.4,2/12/2021 16:56:00,115.05
2/17/2021 16:56:00,230,2/17/2021 16:56:00,115.86
2/18/2021 16:56:00,229.8,2/18/2021 16:56:00,114.61
2/19/2021 16:56:00,228,2/19/2021 16:56:00,113.82
2/22/2021 16:56:00,229.5,2/22/2021 16:56:00,108.25
2/23/2021 16:56:00,228,2/23/2021 16:56:00,110.76
2/24/2021 16:56:00,230.75,2/24/2021 16:56:00,111.46
2/25/2021 16:56:00,229.03,2/25/2021 16:56:00,108.09
2/26/2021 16:56:00,231,2/26/2021 16:56:00,105.59
3/1/2021 16:56:00,238.8,3/1/2021 16:56:00,105.94
3/2/2021 16:56:00,238.4,3/2/2021 16:56:00,107.5
3/3/2021 16:56:00,232.1,3/3/2021 16:56:00,107.16
3/4/2021 16:56:00,231.3,3/4/2021 16:56:00,108.57
3/5/2021 16:56:00,237,3/5/2021 16:56:00,110.93
3/8/2021 16:56:00,243.25,3/8/2021 16:56:00,105.35
3/9/2021 16:56:00,244.25,3/9/2021 16:56:00,107.19
3/10/2021 16:56:00,240.68,3/10/2021 16:56:00,108.63
3/11/2021 16:56:00,236.95,3/11/2021 16:56:00,110.45
3/12/2021 19:30:00,237.2,3/12/2021 19:30:00,109.68
3/15/2021 16:56:00,242,3/15/2021 16:56:00,110.66
3/16/2021 16:56:00,241.95,3/16/2021 16:56:00,109.69
3/17/2021 16:56:00,241.9,3/17/2021 16:56:00,112.05
3/18/2021 16:56:00,236.9,3/18/2021 16:56:00,110.5
3/19/2021 16:56:00,232.2,3/19/2021 16:56:00,111.7
3/22/2021 16:56:00,236.25,3/22/2021 16:56:00,110.69
3/23/2021 16:56:00,234.58,3/23/2021 16:56:00,109.02
3/24/2021 16:56:00,237,3/24/2021 16:56:00,107.87
3/25/2021 16:56:00,240.71,3/25/2021 16:56:00,109.38
3/26/2021 16:56:00,246.8,3/26/2021 16:56:00,110.28
3/29/2021 16:56:00,247.87,3/29/2021 16:56:00,110.96
3/30/2021 16:56:00,247.5,3/30/2021 16:56:00,112.43
3/31/2021 16:56:00,243.2,3/31/2021 16:56:00,112.02
4/1/2021 16:56:00,249.4,4/1/2021 16:56:00,110.68
4/5/2021 16:56:00,251.5,4/5/2021 16:56:00,113.21
4/6/2021 16:56:00,247.99,4/6/2021 16:56:00,113.27
4/7/2021 16:56:00,250.25,4/7/2021 16:56:00,113.18
4/8/2021 16:56:00,248.5,4/8/2021 16:56:00,113.75
4/9/2021 16:56:00,254,4/9/2021 16:56:00,113.01
4/12/2021 19:30:00,256.54,4/12/2021 19:30:00,114.4
4/13/2021 16:56:00,257.2,4/13/2021 16:56:00,114.67
4/14/2021 16:56:00,254.29,4/14/2021 16:56:00,115.6
4/15/2021 16:56:00,254.95,4/15/2021 16:56:00,116.2
4/16/2021 16:56:00,255,4/16/2021 16:56:00,116.46
4/19/2021 16:56:00,251.65,4/19/2021 16:56:00,116.34
4/20/2021 16:56:00,249.8,4/20/2021 16:56:00,115.48
4/22/2021 16:56:00,245.28,4/22/2021 16:56:00,114.95
4/23/2021 16:56:00,249,4/23/2021 16:56:00,115.97
4/26/2021 16:56:00,247.5,4/26/2021 16:56:00,115.95
4/27/2021 16:56:00,248.5,4/27/2021 16:56:00,114.78
4/28/2021 16:56:00,244,4/28/2021 16:56:00,116.4
4/29/2021 16:56:00,244.5,4/29/2021 16:56:00,115.32
4/30/2021 16:56:00,247,4/30/2021 16:56:00,114.4
5/3/2021 16:56:00,247.39,5/3/2021 16:56:00,114.68
5/4/2021 16:56:00,246.2,5/4/2021 16:56:00,113.27
5/5/2021 16:56:00,242.5,5/5/2021 16:56:00,115.15
5/6/2021 16:56:00,241.2,5/6/2021 16:56:00,115.43
5/7/2021 16:56:00,240.36,5/7/2021 16:56:00,117.46
5/10/2021 16:56:00,237.5,5/10/2021 16:56:00,117.14
5/11/2021 16:56:00,235.9,5/11/2021 16:56:00,118.13
5/12/2021 16:56:00,235,5/12/2021 16:56:00,115.27
5/13/2021 16:56:00,236.35,5/13/2021 16:56:00,116.04
5/14/2021 16:56:00,239,5/14/2021 16:56:00,117.24
5/17/2021 16:56:00,238.9,5/17/2021 16:56:00,118.31
5/18/2021 16:56:00,235.85,5/18/2021 16:56:00,118.19
5/19/2021 16:56:00,237.5,5/19/2021 16:56:00,118.01
5/20/2021 16:56:00,238,5/20/2021 16:56:00,117.91
5/21/2021 16:56:00,242,5/21/2021 16:56:00,118.01
5/24/2021 16:56:00,242.5,5/24/2021 16:56:00,119.26
5/25/2021 16:56:00,242.43,5/25/2021 16:56:00,118.4
5/26/2021 16:56:00,241.5,5/26/2021 16:56:00,119.24
5/27/2021 16:56:00,240.6,5/27/2021 16:56:00,119.59
5/28/2021 16:56:00,238.9,5/28/2021 16:56:00,120.72
5/31/2021 16:56:00,238,5/31/2021 16:56:00,121.25
6/1/2021 16:56:00,234.5,6/1/2021 16:56:00,123.33
6/2/2021 16:56:00,232.9,6/2/2021 16:56:00,124.67
6/4/2021 16:56:00,231.71,6/4/2021 16:56:00,125.05
6/7/2021 16:56:00,231.46,6/7/2021 16:56:00,125.75
6/8/2021 16:56:00,231.47,6/8/2021 16:56:00,124.71
6/9/2021 16:56:00,232,6/9/2021 16:56:00,124.88
6/10/2021 16:56:00,234.1,6/10/2021 16:56:00,125
6/11/2021 16:56:00,237.4,6/11/2021 16:56:00,124.48
6/14/2021 16:56:00,234.9,6/14/2021 16:56:00,125.15
6/15/2021 16:56:00,232.9,6/15/2021 16:56:00,125.18
6/16/2021 16:56:00,232.8,6/16/2021 16:56:00,124.22
6/17/2021 16:56:00,230.2,6/17/2021 16:56:00,123.09
6/18/2021 16:56:00,229.4,6/18/2021 16:56:00,123.27
6/21/2021 16:56:00,230,6/21/2021 16:56:00,124.23
6/22/2021 16:56:00,229.99,6/22/2021 16:56:00,123.82
6/23/2021 16:56:00,228,6/23/2021 16:56:00,123.54
6/24/2021 16:56:00,226.7,6/24/2021 16:56:00,124.53
6/25/2021 16:56:00,228.6,6/25/2021 16:56:00,122.5
6/28/2021 16:56:00,229.7,6/28/2021 16:56:00,122.45
6/29/2021 16:56:00,229.7,6/29/2021 16:56:00,122.31
6/30/2021 16:56:00,232.5,6/30/2021 16:56:00,121.81
7/1/2021 16:56:00,236.2,7/1/2021 16:56:00,120.73
7/2/2021 16:56:00,238.1,7/2/2021 16:56:00,122.78
7/5/2021 16:56:00,239.2,7/5/2021 16:56:00,121.97
7/6/2021 16:56:00,245.2,7/6/2021 16:56:00,120.3
7/7/2021 16:56:00,248.95,7/7/2021 16:56:00,122.28
7/8/2021 16:56:00,247,7/8/2021 16:56:00,120.66
7/12/2021 19:30:00,247,7/12/2021 19:30:00,122.78
7/13/2021 16:56:00,246.5,7/13/2021 16:56:00,123.32
7/14/2021 16:56:00,242.21,7/14/2021 16:56:00,123.47
7/15/2021 16:56:00,242.3,7/15/2021 16:56:00,122.8
7/16/2021 16:56:00,241.4,7/16/2021 16:56:00,121.15
7/19/2021 16:56:00,242.3,7/19/2021 16:56:00,119.74
7/20/2021 16:56:00,246.39,7/20/2021 16:56:00,120.6
7/21/2021 16:56:00,246.35,7/21/2021 16:56:00,121.12
7/22/2021 16:56:00,248.87,7/22/2021 16:56:00,121.43
7/23/2021 16:56:00,249.65,7/23/2021 16:56:00,120.2
7/26/2021 16:56:00,248.98,7/26/2021 16:56:00,121.2
7/27/2021 16:56:00,248.9,7/27/2021 16:56:00,119.76
7/28/2021 16:56:00,244.67,7/28/2021 16:56:00,121.45
7/29/2021 16:56:00,244.5,7/29/2021 16:56:00,120.73
7/30/2021 16:56:00,250.35,7/30/2021 16:56:00,117.11
8/2/2021 16:56:00,249,8/2/2021 16:56:00,117.6
8/3/2021 16:56:00,249.8,8/3/2021 16:56:00,118.73
8/4/2021 16:56:00,248.73,8/4/2021 16:56:00,116.96
8/5/2021 16:56:00,251.3,8/5/2021 16:56:00,116.93
8/6/2021 16:56:00,253.5,8/6/2021 16:56:00,118.24
8/9/2021 16:56:00,252.73,8/9/2021 16:56:00,118.14
8/10/2021 16:56:00,250.8,8/10/2021 16:56:00,117.57
8/11/2021 16:56:00,253.1,8/11/2021 16:56:00,117.26
8/12/2021 19:30:00,254.9,8/12/2021 19:30:00,115.87
8/13/2021 16:56:00,254.89,8/13/2021 16:56:00,116.56
8/16/2021 16:56:00,257,8/16/2021 16:56:00,114.63
8/17/2021 16:56:00,254.55,8/17/2021 16:56:00,113.35
8/18/2021 16:56:00,256.5,8/18/2021 16:56:00,112.06
8/19/2021 16:56:00,260.39,8/19/2021 16:56:00,112.85
8/20/2021 16:56:00,259.79,8/20/2021 16:56:00,113.65
8/23/2021 16:56:00,263.09,8/23/2021 16:56:00,113.05
8/24/2021 16:56:00,257.65,8/24/2021 16:56:00,115.63
8/25/2021 16:56:00,254.7,8/25/2021 16:56:00,116.14
8/26/2021 16:56:00,255.46,8/26/2021 16:56:00,114.07
8/27/2021 16:56:00,255.45,8/27/2021 16:56:00,116.18
8/30/2021 16:56:00,256,8/30/2021 16:56:00,115.08
8/31/2021 16:56:00,254,8/31/2021 16:56:00,114.08
9/1/2021 16:56:00,256.49,9/1/2021 16:56:00,114.8
9/2/2021 16:56:00,255.2,9/2/2021 16:56:00,112.15
9/3/2021 16:56:00,256.5,9/3/2021 16:56:00,112.09
9/6/2021 16:56:00,256.25,9/6/2021 16:56:00,113.48
9/8/2021 16:56:00,261.5,9/8/2021 16:56:00,109.08
9/9/2021 16:56:00,256,9/9/2021 16:56:00,111.51
9/10/2021 16:56:00,256,9/10/2021 16:56:00,109.88
9/13/2021 16:56:00,252.85,9/13/2021 16:56:00,112.12
9/14/2021 16:56:00,254,9/14/2021 16:56:00,111.7
9/15/2021 16:56:00,255.65,9/15/2021 16:56:00,110.68
9/16/2021 16:56:00,256.35,9/16/2021 16:56:00,109.44
9/17/2021 16:56:00,254.52,9/17/2021 16:56:00,107.14
9/20/2021 16:56:00,252.43,9/20/2021 16:56:00,104.77
9/21/2021 16:56:00,249.92,9/21/2021 16:56:00,105.77
9/22/2021 16:56:00,253.01,9/22/2021 16:56:00,107.99
9/23/2021 16:56:00,257.2,9/23/2021 16:56:00,109.6
9/24/2021 16:56:00,259,9/24/2021 16:56:00,109.03
9/27/2021 16:56:00,259.4,9/27/2021 16:56:00,108.89
9/28/2021 16:56:00,256.35,9/28/2021 16:56:00,105.83
9/29/2021 16:56:00,256.82,9/29/2021 16:56:00,106.83
9/30/2021 16:56:00,255,9/30/2021 16:56:00,106.49
10/1/2021 16:56:00,251.65,10/1/2021 16:56:00,108.49
10/4/2021 16:56:00,254.18,10/4/2021 16:56:00,106.18
10/5/2021 16:56:00,258.7,10/5/2021 16:56:00,106.12
10/6/2021 16:56:00,260.04,10/6/2021 16:56:00,106.37
10/7/2021 16:56:00,263.7,10/7/2021 16:56:00,106.42
10/8/2021 16:56:00,263.01,10/8/2021 16:56:00,108.39
10/11/2021 16:56:00,263.55,10/11/2021 16:56:00,107.75
10/13/2021 16:56:00,261.56,10/13/2021 16:56:00,109.24
10/14/2021 16:56:00,265.72,10/14/2021 16:56:00,108.97
10/15/2021 16:56:00,266,10/15/2021 16:56:00,110.22
10/18/2021 16:56:00,269.8,10/18/2021 16:56:00,109.95
10/19/2021 16:56:00,274.01,10/19/2021 16:56:00,106.8
10/20/2021 16:56:00,274.2,10/20/2021 16:56:00,106.73
10/21/2021 16:56:00,280,10/21/2021 16:56:00,103.65
10/22/2021 16:56:00,278.88,10/22/2021 16:56:00,102.33
10/25/2021 16:56:00,276.5,10/25/2021 16:56:00,104.55
10/26/2021 16:56:00,277.98,10/26/2021 16:56:00,102.25
10/27/2021 16:56:00,275.2,10/27/2021 16:56:00,102.4
10/28/2021 16:56:00,281.9,10/28/2021 16:56:00,100.61
10/29/2021 16:56:00,283,10/29/2021 16:56:00,99.68
11/1/2021 16:56:00,284,11/1/2021 16:56:00,101.52
11/3/2021 16:56:00,283.3,11/3/2021 16:56:00,102
11/4/2021 16:56:00,285.9,11/4/2021 16:56:00,99.65
11/5/2021 16:56:00,282.95,11/5/2021 16:56:00,100.81
11/8/2021 16:56:00,283.97,11/8/2021 16:56:00,100.83
11/9/2021 16:56:00,280,11/9/2021 16:56:00,101.39
11/10/2021 16:56:00,278.46,11/10/2021 16:56:00,102.02
11/11/2021 16:56:00,273.9,11/11/2021 16:56:00,103.55
11/12/2021 19:30:00,278.12,11/12/2021 19:30:00,102.13
11/16/2021 16:56:00,281.01,11/16/2021 16:56:00,100.36
11/17/2021 16:56:00,282.96,11/17/2021 16:56:00,99.25
11/18/2021 16:56:00,284.68,11/18/2021 16:56:00,98.65
11/19/2021 19:30:00,286.41,11/19/2021 19:30:00,99.27
11/22/2021 19:30:00,285.69,11/22/2021 19:30:00,98.24
11/23/2021 19:30:00,285.45,11/23/2021 19:30:00,100
11/24/2021 19:30:00,286.21,11/24/2021 19:30:00,100.66
11/25/2021 19:30:00,285.5,11/25/2021 19:30:00,101.99
11/26/2021 19:30:00,279.15,11/26/2021 19:30:00,98.39
11/29/2021 19:30:00,284,11/29/2021 19:30:00,99.01
11/30/2021 18:00:00,280.55,11/30/2021 18:00:00,98.35
12/1/2021 16:56:00,279,12/1/2021 16:56:00,97.09
12/2/2021 16:56:00,281,12/2/2021 16:56:00,100.43
12/3/2021 16:56:00,279.1,12/3/2021 16:56:00,101.32
12/6/2021 16:56:00,284.02,12/6/2021 16:56:00,103
12/7/2021 16:56:00,287.09,12/7/2021 16:56:00,103.63
12/8/2021 16:56:00,284,12/8/2021 16:56:00,104.2
12/9/2021 16:56:00,283.12,12/9/2021 16:56:00,102.14
12/10/2021 16:56:00,287.22,12/10/2021 16:56:00,103.73
12/13/2021 18:00:00,288,12/13/2021 18:00:00,103.5
12/14/2021 18:00:00,286.67,12/14/2021 18:00:00,102.7
12/15/2021 18:00:00,290.88,12/15/2021 18:00:00,103.2
12/16/2021 18:00:00,290.35,12/16/2021 18:00:00,104.41
12/17/2021 18:00:00,286.74,12/17/2021 18:00:00,103.1
12/20/2021 18:00:00,286.23,12/20/2021 18:00:00,101
12/21/2021 18:00:00,291.3,12/21/2021 18:00:00,101.42
12/22/2021 18:00:00,290.22,12/22/2021 18:00:00,101.43
12/23/2021 18:00:00,292.59,12/23/2021 18:00:00,100.85
12/27/2021 18:00:00,294.56,12/27/2021 18:00:00,101.6
12/28/2021 18:00:00,294.03,12/28/2021 18:00:00,101.06
12/29/2021 18:00:00,297.75,12/29/2021 18:00:00,100.25
12/30/2021 18:00:00,293.56,12/30/2021 18:00:00,100.8
1/3/2022 16:56:00,297,1/3/2022 16:56:00,99.93
1/4/2022 16:56:00,296.55,1/4/2022 16:56:00,99.57
1/5/2022 16:56:00,293.6,1/5/2022 16:56:00,97.1
1/6/2022 16:56:00,291.3,1/6/2022 16:56:00,97.85
1/7/2022 16:56:00,287.95,1/7/2022 16:56:00,98.7
1/10/2022 16:56:00,288,1/10/2022 16:56:00,98.43
1/11/2022 16:56:00,286.9,1/11/2022 16:56:00,100.1
1/12/2022 16:56:00,285.32,1/12/2022 16:56:00,101.91
1/13/2022 16:56:00,282,1/13/2022 16:56:00,101.55
1/14/2022 16:56:00,280.3,1/14/2022 16:56:00,103.07
1/17/2022 16:56:00,281,1/17/2022 16:56:00,102.58
1/18/2022 16:56:00,277.94,1/18/2022 16:56:00,102.85
1/19/2022 16:56:00,269.8,1/19/2022 16:56:00,104.05
1/20/2022 16:56:00,265.3,1/20/2022 16:56:00,104.9
1/21/2022 16:56:00,261,1/21/2022 16:56:00,104.7
1/24/2022 16:56:00,262.3,1/24/2022 16:56:00,104.08
1/25/2022 16:56:00,258.8,1/25/2022 16:56:00,106.33
1/26/2022 16:56:00,256.6,1/26/2022 16:56:00,107.39
1/27/2022 16:56:00,254.05,1/27/2022 16:56:00,108.2
1/28/2022 16:56:00,259.05,1/28/2022 16:56:00,107.58
1/31/2022 16:56:00,260.4,1/31/2022 16:56:00,107.98
2/1/2022 16:56:00,260.01,2/1/2022 16:56:00,109.15
2/2/2022 16:56:00,262,2/2/2022 16:56:00,107.69
2/3/2022 16:56:00,260.5,2/3/2022 16:56:00,107.77
2/4/2022 16:56:00,260.2,2/4/2022 16:56:00,108.02
2/7/2022 16:56:00,257.8,2/7/2022 16:56:00,107.72
2/8/2022 16:56:00,260,2/8/2022 16:56:00,108.23
2/9/2022 16:56:00,262,2/9/2022 16:56:00,108.23
2/10/2022 16:56:00,258,2/10/2022 16:56:00,109.1
2/11/2022 16:56:00,253,2/11/2022 16:56:00,109.31
2/14/2022 16:56:00,250,2/14/2022 16:56:00,109.52
2/15/2022 16:56:00,251.4,2/15/2022 16:56:00,110.6
2/16/2022 16:56:00,249.74,2/16/2022 16:56:00,110.77
2/17/2022 16:56:00,246.71,2/17/2022 16:56:00,109.1
2/18/2022 16:56:00,243.4,2/18/2022 16:56:00,108.51
2/21/2022 16:56:00,237.5,2/21/2022 16:56:00,107.45
2/22/2022 16:56:00,236.4,2/22/2022 16:56:00,109
2/23/2022 16:56:00,232,2/23/2022 16:56:00,107.58
2/24/2022 16:56:00,238,2/24/2022 16:56:00,107.48
2/25/2022 16:56:00,245.5,2/25/2022 16:56:00,108.9
3/2/2022 16:56:00,243.6,3/2/2022 16:56:00,111.1
3/3/2022 16:56:00,239.4,3/3/2022 16:56:00,111.02
3/4/2022 16:56:00,239.1,3/4/2022 16:56:00,110.4
3/7/2022 16:56:00,234,3/7/2022 16:56:00,107.11
3/8/2022 16:56:00,230.4,3/8/2022 16:56:00,107.29
3/9/2022 16:56:00,234,3/9/2022 16:56:00,109.78
3/10/2022 16:56:00,233.4,3/10/2022 16:56:00,109.4
3/11/2022 16:56:00,233.35,3/11/2022 16:56:00,107.7
3/14/2022 16:56:00,234.4,3/14/2022 16:56:00,106.04
3/15/2022 16:56:00,240.15,3/15/2022 16:56:00,104.9
3/16/2022 16:56:00,243,3/16/2022 16:56:00,107.14
3/17/2022 16:56:00,242.6,3/17/2022 16:56:00,108.83
3/18/2022 16:56:00,244.5,3/18/2022 16:56:00,110.73
3/21/2022 16:56:00,241.35,3/21/2022 16:56:00,111.94
3/22/2022 16:56:00,242.65,3/22/2022 16:56:00,113.1
3/23/2022 16:56:00,235.8,3/23/2022 16:56:00,112.9
3/24/2022 16:56:00,237.5,3/24/2022 16:56:00,114.74
3/25/2022 16:56:00,235.45,3/25/2022 16:56:00,114.75
3/28/2022 16:56:00,238.3,3/28/2022 16:56:00,114.51
3/29/2022 16:56:00,240.65,3/29/2022 16:56:00,115.75
3/30/2022 16:56:00,240.56,3/30/2022 16:56:00,115.9
3/31/2022 16:56:00,235.65,3/31/2022 16:56:00,115.6
4/1/2022 16:56:00,231.99,4/1/2022 16:56:00,117.2
4/4/2022 16:56:00,230.88,4/4/2022 16:56:00,116.8
4/5/2022 16:56:00,230.5,4/5/2022 16:56:00,114.51
4/6/2022 16:56:00,231.5,4/6/2022 16:56:00,113.87
4/7/2022 16:56:00,233,4/7/2022 16:56:00,114.65
4/8/2022 16:56:00,231.03,4/8/2022 16:56:00,113.98
4/11/2022 16:56:00,226.1,4/11/2022 16:56:00,112.57
4/12/2022 16:56:00,224.5,4/12/2022 16:56:00,111.77
4/13/2022 16:56:00,227.4,4/13/2022 16:56:00,112.52
4/14/2022 16:56:00,225.2,4/14/2022 16:56:00,111.65
4/18/2022 16:56:00,223.51,4/18/2022 16:56:00,111.46
4/19/2022 16:56:00,227.15,4/19/2022 16:56:00,110.92
4/20/2022 16:56:00,225.5,4/20/2022 16:56:00,110.05
4/22/2022 16:56:00,224,4/22/2022 16:56:00,106.75
4/25/2022 16:56:00,228.47,4/25/2022 16:56:00,106.76
4/26/2022 16:56:00,227.4,4/26/2022 16:56:00,104.28
4/27/2022 16:56:00,227,4/27/2022 16:56:00,105.52
4/28/2022 16:56:00,232,4/28/2022 16:56:00,105.86
4/29/2022 16:56:00,224.1,4/29/2022 16:56:00,103.4
5/2/2022 16:56:00,230.2,5/2/2022 16:56:00,102.72
5/3/2022 16:56:00,226.75,5/3/2022 16:56:00,102.72
5/4/2022 16:56:00,231,5/4/2022 16:56:00,104.38
5/5/2022 16:56:00,228,5/5/2022 16:56:00,101.5
5/6/2022 16:56:00,229.15,5/6/2022 16:56:00,101.23
5/9/2022 16:56:00,225,5/9/2022 16:56:00,99.68
5/10/2022 16:56:00,224.5,5/10/2022 16:56:00,99.24
5/11/2022 16:56:00,221.75,5/11/2022 16:56:00,100.64
5/12/2022 16:56:00,220.62,5/12/2022 16:56:00,102.04
5/13/2022 16:56:00,222.25,5/13/2022 16:56:00,103.29
5/16/2022 16:56:00,221.94,5/16/2022 16:56:00,104.4
5/17/2022 16:56:00,221.86,5/17/2022 16:56:00,104.9
5/18/2022 16:56:00,214,5/18/2022 16:56:00,102.21
5/19/2022 16:56:00,211,5/19/2022 16:56:00,103.08
5/20/2022 16:56:00,208.89,5/20/2022 16:56:00,104.66
5/23/2022 16:56:00,209.69,5/23/2022 16:56:00,106.76
5/24/2022 16:56:00,209.95,5/24/2022 16:56:00,106.64
5/25/2022 16:56:00,210.2,5/25/2022 16:56:00,106.66
5/26/2022 16:56:00,211.75,5/26/2022 16:56:00,108.02
5/27/2022 16:56:00,216,5/27/2022 16:56:00,107.9
5/30/2022 16:56:00,216.39,5/30/2022 16:56:00,106.92
5/31/2022 16:56:00,214.5,5/31/2022 16:56:00,107.18
6/1/2022 16:56:00,216.25,6/1/2022 16:56:00,107.47
6/2/2022 16:56:00,219.35,6/2/2022 16:56:00,108.43
6/3/2022 16:56:00,215.35,6/3/2022 16:56:00,107.48
6/6/2022 16:56:00,216.75,6/6/2022 16:56:00,106.42
6/7/2022 16:56:00,222,6/7/2022 16:56:00,106.15
6/8/2022 16:56:00,220.9,6/8/2022 16:56:00,104.6
6/9/2022 16:56:00,218,6/9/2022 16:56:00,103.68
6/10/2022 16:56:00,212.75,6/10/2022 16:56:00,101.82
